,clusterID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,target
1140,1,44,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0
1141,2,30,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0
1142,0,45,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0
1143,1,45,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0
1144,0,31,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0
1145,0,36,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0
1146,2,34,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0
1147,0,49,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0
1148,1,39,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0
1149,2,27,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0
1150,1,35,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0
1151,3,28,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0
1152,2,21,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0
1153,2,18,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,1
1154,0,47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0
1155,2,39,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0
1156,1,40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0
1157,1,35,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0
1158,0,37,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0
1159,2,39,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0
1160,1,45,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,0
1161,0,38,Travel_Rarely,397,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0
1162,1,35,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,1
1163,2,37,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,0
1164,0,40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0
1165,0,44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0
1166,3,48,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0
1167,0,35,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,1
1168,2,24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,0
1169,0,27,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0
1170,2,27,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0
1171,2,40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,1
1172,0,29,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0
1173,0,36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0
1174,2,25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,0
1175,3,39,Travel_Rarely,492,Research & Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0
1176,0,49,Travel_Rarely,301,Research & Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0
1177,1,50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0
1178,2,20,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0
1179,1,34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0
1180,2,36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0
1181,1,49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0
1182,2,36,Non-Travel,894,Research & Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0
1183,3,36,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0
1184,3,54,Travel_Rarely,584,Research & Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0
1185,3,43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0
1186,3,35,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,1
1187,1,38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0
1188,2,29,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0
1189,2,33,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0
1190,2,32,Travel_Rarely,977,Research & Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0
1191,2,31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0
1192,0,49,Travel_Rarely,464,Research & Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0
1193,3,38,Travel_Frequently,148,Research & Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0
1194,0,47,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0
1195,0,49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0
1196,0,41,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0
1197,2,20,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0
1198,3,33,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0
1199,0,36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0
1200,0,44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0
1201,2,23,Travel_Rarely,1320,Research & Development,8,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1
1202,0,38,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0
1203,0,53,Travel_Rarely,1395,Research & Development,24,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0
1204,1,48,Travel_Frequently,708,Sales,7,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,1
1205,2,32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1
1206,3,26,Non-Travel,786,Research & Development,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0
1207,0,55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0
1208,1,34,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0
1209,3,60,Travel_Rarely,370,Research & Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0
1210,1,33,Travel_Rarely,267,Research & Development,21,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0
1211,2,37,Travel_Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0
1212,1,34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0
1213,3,23,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,1
1214,1,44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0
1215,2,35,Travel_Frequently,146,Research & Development,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0
1216,1,43,Travel_Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0
1217,2,24,Travel_Rarely,581,Research & Development,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0
1218,1,41,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0
1219,0,29,Travel_Rarely,1082,Research & Development,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0
1220,1,36,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0
1221,1,45,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0
1222,2,24,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1
1223,1,47,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,1
1224,2,26,Travel_Rarely,390,Research & Development,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0
1225,1,45,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0
1226,0,32,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0
1227,2,31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0
1228,0,41,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0
1229,0,40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0
1230,2,24,Travel_Rarely,506,Research & Development,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,0
1231,1,46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,0
1232,0,35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0
1233,2,30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,0
1234,0,47,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,0
1235,0,46,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0
1236,0,36,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,1
1237,2,32,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,1
1238,2,23,Travel_Rarely,160,Research & Development,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,0
1239,3,31,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,0
1240,1,39,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,0
1241,2,32,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0
1242,1,40,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,0
1243,3,45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,0
1244,2,30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,0
1245,2,24,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,0
1246,2,30,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,1
1247,2,31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,0
1248,2,27,Travel_Rarely,1054,Research & Development,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,0
1249,2,29,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,1
1250,0,29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0
1251,2,30,Travel_Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0
1252,2,34,Travel_Rarely,181,Research & Development,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,0
1253,0,33,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0
1254,0,49,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,0
1255,3,33,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,1
1256,2,38,Travel_Frequently,594,Research & Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,0
1257,0,31,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,1
1258,2,29,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0
1259,2,30,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,0
1260,2,32,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0
1261,0,38,Travel_Rarely,833,Research & Development,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0
1262,0,43,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,1
1263,3,42,Travel_Rarely,855,Research & Development,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,0
1264,0,55,Travel_Rarely,478,Research & Development,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,0
1265,0,33,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,0
1266,3,41,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,0
1267,1,34,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,0
1268,3,53,Non-Travel,661,Research & Development,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,0
1269,2,43,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,0
1270,2,34,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,0
1271,2,21,Travel_Rarely,337,Sales,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,1
1272,2,38,Travel_Rarely,1153,Research & Development,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,0
1273,2,22,Travel_Rarely,1294,Research & Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,1
1274,1,31,Travel_Rarely,196,Sales,29,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,0
1275,0,51,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,0
1276,2,37,Travel_Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,0
1277,0,46,Travel_Rarely,734,Research & Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,0
1278,1,36,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,0
1279,2,44,Travel_Frequently,429,Research & Development,1,2,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,1
1280,0,37,Travel_Rarely,1239,Human Resources,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,0
1281,1,35,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,1
1282,1,33,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,0
1283,2,28,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1799,3,Male,82,3,1,Research Scientist,4,Married,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,0
1284,3,39,Travel_Rarely,1253,Research & Development,10,1,Medical,1800,3,Male,65,3,3,Research Director,3,Single,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,0
1285,0,46,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,0
1286,0,40,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,0
1287,0,42,Travel_Rarely,1128,Research & Development,13,3,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,0
1288,2,35,Non-Travel,1180,Research & Development,2,2,Medical,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0
1289,1,38,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,0
